path,file_type,field_or_key,shape_or_columns,category_mapping,spatial_alignment_evidence,temporal_alignment_evidence,notes,source,source_scope
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,16.train_rainfall_depth_consistency,,source_sink_terms,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,16.train_rainfall_depth_consistency,,hydrodynamic_state_variables,,,Matched terms: depth,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,16.train_rainfall_depth_consistency,,rainfall_source_alignment,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,16.train_rainfall_depth_consistency_weighted,,source_sink_terms,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,16.train_rainfall_depth_consistency_weighted,,hydrodynamic_state_variables,,,Matched terms: depth,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,16.train_rainfall_depth_consistency_weighted,,rainfall_source_alignment,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,16.train_topography_regularization,,DEM/static_elevation_alignment,,,Matched terms: topography,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,16.train_topography_regularization_weighted,,DEM/static_elevation_alignment,,,Matched terms: topography,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,16.val_rainfall_depth_consistency,,source_sink_terms,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,16.val_rainfall_depth_consistency,,hydrodynamic_state_variables,,,Matched terms: depth,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,16.val_rainfall_depth_consistency,,rainfall_source_alignment,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,16.val_rainfall_depth_consistency_weighted,,source_sink_terms,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,16.val_rainfall_depth_consistency_weighted,,hydrodynamic_state_variables,,,Matched terms: depth,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,16.val_rainfall_depth_consistency_weighted,,rainfall_source_alignment,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,16.val_topography_regularization,,DEM/static_elevation_alignment,,,Matched terms: topography,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,16.val_topography_regularization_weighted,,DEM/static_elevation_alignment,,,Matched terms: topography,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,17.train_rainfall_depth_consistency,,source_sink_terms,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,17.train_rainfall_depth_consistency,,hydrodynamic_state_variables,,,Matched terms: depth,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,17.train_rainfall_depth_consistency,,rainfall_source_alignment,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,17.train_rainfall_depth_consistency_weighted,,source_sink_terms,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,17.train_rainfall_depth_consistency_weighted,,hydrodynamic_state_variables,,,Matched terms: depth,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,17.train_rainfall_depth_consistency_weighted,,rainfall_source_alignment,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,17.train_topography_regularization,,DEM/static_elevation_alignment,,,Matched terms: topography,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,17.train_topography_regularization_weighted,,DEM/static_elevation_alignment,,,Matched terms: topography,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,17.val_rainfall_depth_consistency,,source_sink_terms,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,17.val_rainfall_depth_consistency,,hydrodynamic_state_variables,,,Matched terms: depth,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,17.val_rainfall_depth_consistency,,rainfall_source_alignment,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,17.val_rainfall_depth_consistency_weighted,,source_sink_terms,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,17.val_rainfall_depth_consistency_weighted,,hydrodynamic_state_variables,,,Matched terms: depth,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,17.val_rainfall_depth_consistency_weighted,,rainfall_source_alignment,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,17.val_topography_regularization,,DEM/static_elevation_alignment,,,Matched terms: topography,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,17.val_topography_regularization_weighted,,DEM/static_elevation_alignment,,,Matched terms: topography,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,18.train_rainfall_depth_consistency,,source_sink_terms,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,18.train_rainfall_depth_consistency,,hydrodynamic_state_variables,,,Matched terms: depth,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,18.train_rainfall_depth_consistency,,rainfall_source_alignment,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,18.train_rainfall_depth_consistency_weighted,,source_sink_terms,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,18.train_rainfall_depth_consistency_weighted,,hydrodynamic_state_variables,,,Matched terms: depth,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,18.train_rainfall_depth_consistency_weighted,,rainfall_source_alignment,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,18.train_topography_regularization,,DEM/static_elevation_alignment,,,Matched terms: topography,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,18.train_topography_regularization_weighted,,DEM/static_elevation_alignment,,,Matched terms: topography,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,18.val_rainfall_depth_consistency,,source_sink_terms,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,18.val_rainfall_depth_consistency,,hydrodynamic_state_variables,,,Matched terms: depth,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,18.val_rainfall_depth_consistency,,rainfall_source_alignment,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,18.val_rainfall_depth_consistency_weighted,,source_sink_terms,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,18.val_rainfall_depth_consistency_weighted,,hydrodynamic_state_variables,,,Matched terms: depth,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,18.val_rainfall_depth_consistency_weighted,,rainfall_source_alignment,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,18.val_topography_regularization,,DEM/static_elevation_alignment,,,Matched terms: topography,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,18.val_topography_regularization_weighted,,DEM/static_elevation_alignment,,,Matched terms: topography,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,19.train_rainfall_depth_consistency,,source_sink_terms,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,19.train_rainfall_depth_consistency,,hydrodynamic_state_variables,,,Matched terms: depth,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,19.train_rainfall_depth_consistency,,rainfall_source_alignment,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,19.train_rainfall_depth_consistency_weighted,,source_sink_terms,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,19.train_rainfall_depth_consistency_weighted,,hydrodynamic_state_variables,,,Matched terms: depth,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,19.train_rainfall_depth_consistency_weighted,,rainfall_source_alignment,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,19.train_topography_regularization,,DEM/static_elevation_alignment,,,Matched terms: topography,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,19.train_topography_regularization_weighted,,DEM/static_elevation_alignment,,,Matched terms: topography,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,19.val_rainfall_depth_consistency,,source_sink_terms,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,19.val_rainfall_depth_consistency,,hydrodynamic_state_variables,,,Matched terms: depth,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,19.val_rainfall_depth_consistency,,rainfall_source_alignment,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,19.val_rainfall_depth_consistency_weighted,,source_sink_terms,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,19.val_rainfall_depth_consistency_weighted,,hydrodynamic_state_variables,,,Matched terms: depth,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,19.val_rainfall_depth_consistency_weighted,,rainfall_source_alignment,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,19.val_topography_regularization,,DEM/static_elevation_alignment,,,Matched terms: topography,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,19.val_topography_regularization_weighted,,DEM/static_elevation_alignment,,,Matched terms: topography,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,20.train_rainfall_depth_consistency,,source_sink_terms,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,20.train_rainfall_depth_consistency,,hydrodynamic_state_variables,,,Matched terms: depth,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,20.train_rainfall_depth_consistency,,rainfall_source_alignment,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,20.train_rainfall_depth_consistency_weighted,,source_sink_terms,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,20.train_rainfall_depth_consistency_weighted,,hydrodynamic_state_variables,,,Matched terms: depth,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,20.train_rainfall_depth_consistency_weighted,,rainfall_source_alignment,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,20.train_topography_regularization,,DEM/static_elevation_alignment,,,Matched terms: topography,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,20.train_topography_regularization_weighted,,DEM/static_elevation_alignment,,,Matched terms: topography,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,20.val_rainfall_depth_consistency,,source_sink_terms,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,20.val_rainfall_depth_consistency,,hydrodynamic_state_variables,,,Matched terms: depth,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,20.val_rainfall_depth_consistency,,rainfall_source_alignment,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,20.val_rainfall_depth_consistency_weighted,,source_sink_terms,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,20.val_rainfall_depth_consistency_weighted,,hydrodynamic_state_variables,,,Matched terms: depth,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,20.val_rainfall_depth_consistency_weighted,,rainfall_source_alignment,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,20.val_topography_regularization,,DEM/static_elevation_alignment,,,Matched terms: topography,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,20.val_topography_regularization_weighted,,DEM/static_elevation_alignment,,,Matched terms: topography,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,21.train_rainfall_depth_consistency,,source_sink_terms,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,21.train_rainfall_depth_consistency,,hydrodynamic_state_variables,,,Matched terms: depth,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,21.train_rainfall_depth_consistency,,rainfall_source_alignment,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,21.train_rainfall_depth_consistency_weighted,,source_sink_terms,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,21.train_rainfall_depth_consistency_weighted,,hydrodynamic_state_variables,,,Matched terms: depth,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,21.train_rainfall_depth_consistency_weighted,,rainfall_source_alignment,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,21.train_topography_regularization,,DEM/static_elevation_alignment,,,Matched terms: topography,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,21.train_topography_regularization_weighted,,DEM/static_elevation_alignment,,,Matched terms: topography,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,21.val_rainfall_depth_consistency,,source_sink_terms,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,21.val_rainfall_depth_consistency,,hydrodynamic_state_variables,,,Matched terms: depth,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,21.val_rainfall_depth_consistency,,rainfall_source_alignment,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,21.val_rainfall_depth_consistency_weighted,,source_sink_terms,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,21.val_rainfall_depth_consistency_weighted,,hydrodynamic_state_variables,,,Matched terms: depth,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,21.val_rainfall_depth_consistency_weighted,,rainfall_source_alignment,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,21.val_topography_regularization,,DEM/static_elevation_alignment,,,Matched terms: topography,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,21.val_topography_regularization_weighted,,DEM/static_elevation_alignment,,,Matched terms: topography,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,22.train_rainfall_depth_consistency,,source_sink_terms,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,22.train_rainfall_depth_consistency,,hydrodynamic_state_variables,,,Matched terms: depth,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,22.train_rainfall_depth_consistency,,rainfall_source_alignment,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,22.train_rainfall_depth_consistency_weighted,,source_sink_terms,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,22.train_rainfall_depth_consistency_weighted,,hydrodynamic_state_variables,,,Matched terms: depth,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,22.train_rainfall_depth_consistency_weighted,,rainfall_source_alignment,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,22.train_topography_regularization,,DEM/static_elevation_alignment,,,Matched terms: topography,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,22.train_topography_regularization_weighted,,DEM/static_elevation_alignment,,,Matched terms: topography,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,22.val_rainfall_depth_consistency,,source_sink_terms,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,22.val_rainfall_depth_consistency,,hydrodynamic_state_variables,,,Matched terms: depth,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,22.val_rainfall_depth_consistency,,rainfall_source_alignment,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,22.val_rainfall_depth_consistency_weighted,,source_sink_terms,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,22.val_rainfall_depth_consistency_weighted,,hydrodynamic_state_variables,,,Matched terms: depth,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,22.val_rainfall_depth_consistency_weighted,,rainfall_source_alignment,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,22.val_topography_regularization,,DEM/static_elevation_alignment,,,Matched terms: topography,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,22.val_topography_regularization_weighted,,DEM/static_elevation_alignment,,,Matched terms: topography,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,23.train_rainfall_depth_consistency,,source_sink_terms,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,23.train_rainfall_depth_consistency,,hydrodynamic_state_variables,,,Matched terms: depth,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,23.train_rainfall_depth_consistency,,rainfall_source_alignment,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,23.train_rainfall_depth_consistency_weighted,,source_sink_terms,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,23.train_rainfall_depth_consistency_weighted,,hydrodynamic_state_variables,,,Matched terms: depth,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,23.train_rainfall_depth_consistency_weighted,,rainfall_source_alignment,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,23.train_topography_regularization,,DEM/static_elevation_alignment,,,Matched terms: topography,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,23.train_topography_regularization_weighted,,DEM/static_elevation_alignment,,,Matched terms: topography,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,23.val_rainfall_depth_consistency,,source_sink_terms,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,23.val_rainfall_depth_consistency,,hydrodynamic_state_variables,,,Matched terms: depth,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,23.val_rainfall_depth_consistency,,rainfall_source_alignment,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,23.val_rainfall_depth_consistency_weighted,,source_sink_terms,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,23.val_rainfall_depth_consistency_weighted,,hydrodynamic_state_variables,,,Matched terms: depth,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,23.val_rainfall_depth_consistency_weighted,,rainfall_source_alignment,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,23.val_topography_regularization,,DEM/static_elevation_alignment,,,Matched terms: topography,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,23.val_topography_regularization_weighted,,DEM/static_elevation_alignment,,,Matched terms: topography,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,24.train_rainfall_depth_consistency,,source_sink_terms,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,24.train_rainfall_depth_consistency,,hydrodynamic_state_variables,,,Matched terms: depth,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,24.train_rainfall_depth_consistency,,rainfall_source_alignment,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,24.train_rainfall_depth_consistency_weighted,,source_sink_terms,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,24.train_rainfall_depth_consistency_weighted,,hydrodynamic_state_variables,,,Matched terms: depth,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,24.train_rainfall_depth_consistency_weighted,,rainfall_source_alignment,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,24.train_topography_regularization,,DEM/static_elevation_alignment,,,Matched terms: topography,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,24.train_topography_regularization_weighted,,DEM/static_elevation_alignment,,,Matched terms: topography,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,24.val_rainfall_depth_consistency,,source_sink_terms,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,24.val_rainfall_depth_consistency,,hydrodynamic_state_variables,,,Matched terms: depth,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,24.val_rainfall_depth_consistency,,rainfall_source_alignment,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,24.val_rainfall_depth_consistency_weighted,,source_sink_terms,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,24.val_rainfall_depth_consistency_weighted,,hydrodynamic_state_variables,,,Matched terms: depth,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,24.val_rainfall_depth_consistency_weighted,,rainfall_source_alignment,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,24.val_topography_regularization,,DEM/static_elevation_alignment,,,Matched terms: topography,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,24.val_topography_regularization_weighted,,DEM/static_elevation_alignment,,,Matched terms: topography,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,25.train_rainfall_depth_consistency,,source_sink_terms,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,25.train_rainfall_depth_consistency,,hydrodynamic_state_variables,,,Matched terms: depth,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,25.train_rainfall_depth_consistency,,rainfall_source_alignment,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,25.train_rainfall_depth_consistency_weighted,,source_sink_terms,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,25.train_rainfall_depth_consistency_weighted,,hydrodynamic_state_variables,,,Matched terms: depth,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,25.train_rainfall_depth_consistency_weighted,,rainfall_source_alignment,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,25.train_topography_regularization,,DEM/static_elevation_alignment,,,Matched terms: topography,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,25.train_topography_regularization_weighted,,DEM/static_elevation_alignment,,,Matched terms: topography,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,25.val_rainfall_depth_consistency,,source_sink_terms,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,25.val_rainfall_depth_consistency,,hydrodynamic_state_variables,,,Matched terms: depth,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,25.val_rainfall_depth_consistency,,rainfall_source_alignment,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,25.val_rainfall_depth_consistency_weighted,,source_sink_terms,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,25.val_rainfall_depth_consistency_weighted,,hydrodynamic_state_variables,,,Matched terms: depth,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,25.val_rainfall_depth_consistency_weighted,,rainfall_source_alignment,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,25.val_topography_regularization,,DEM/static_elevation_alignment,,,Matched terms: topography,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,25.val_topography_regularization_weighted,,DEM/static_elevation_alignment,,,Matched terms: topography,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,26.train_rainfall_depth_consistency,,source_sink_terms,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,26.train_rainfall_depth_consistency,,hydrodynamic_state_variables,,,Matched terms: depth,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,26.train_rainfall_depth_consistency,,rainfall_source_alignment,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,26.train_rainfall_depth_consistency_weighted,,source_sink_terms,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,26.train_rainfall_depth_consistency_weighted,,hydrodynamic_state_variables,,,Matched terms: depth,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,26.train_rainfall_depth_consistency_weighted,,rainfall_source_alignment,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,26.train_topography_regularization,,DEM/static_elevation_alignment,,,Matched terms: topography,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,26.train_topography_regularization_weighted,,DEM/static_elevation_alignment,,,Matched terms: topography,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,26.val_rainfall_depth_consistency,,source_sink_terms,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,26.val_rainfall_depth_consistency,,hydrodynamic_state_variables,,,Matched terms: depth,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,26.val_rainfall_depth_consistency,,rainfall_source_alignment,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,26.val_rainfall_depth_consistency_weighted,,source_sink_terms,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,26.val_rainfall_depth_consistency_weighted,,hydrodynamic_state_variables,,,Matched terms: depth,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,26.val_rainfall_depth_consistency_weighted,,rainfall_source_alignment,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,26.val_topography_regularization,,DEM/static_elevation_alignment,,,Matched terms: topography,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,26.val_topography_regularization_weighted,,DEM/static_elevation_alignment,,,Matched terms: topography,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,27.train_rainfall_depth_consistency,,source_sink_terms,,,Matched terms: rainfall,,run_output
runs/phase10_margin_aware_boundary_band_seed202_40e/history.json,json,27.train_rainfall_depth_consistency,,hydrodynamic_state_variables,,,Matched terms: depth,,run_output
